nom_grup, nom_canço, lletra
"valentina","valentina","Kid Pi:
VIP directe, quan entrem a la festa,
sala plena, anem mig torts, però el cubata ja no ens vessa.
Em posa tendre, la gent que parla i només treu fum
que t’estimen quan estàs a baix no quan estàs amunt.
brrr Estic molt fresc, un perdó dels teus a mi no em serveix,
qui trenca un cor vol dir que no se’l mereix,
avui brindo per la meva gent i ningú més,
estem al top, al top
ron cola al got.
No vull estar a d'alt de la torre si no ets tu qui em posa a lloc,
dependre de tu és dolent, ho sé, però depenc de tu.
Vull que comptis amb mi nena quan no comptis amb ningú.
Koalekay:
Las niñas se nos aceran, nos dicen que tal,
veniros con nosotras, queremos bailar,
pidamos un cubata, bebamos más,
que la noche es larga, esto acaba de empezar,
con mi ‘clica’ no falta de na... no falta de na...
siempre con ganas de más... con ganas de más.
Bandam:
Valentina se me acerca y me dice que te pasa,
dónde has estado que no has dormido en casa.
Estaba en el estudio, tranquila no pasa nada.
Que llevo un día negro y una vida poco sana.
Fue oler su perfume, mirar su mirada,
que no pasa nada, que no se preocupe
que yo no era el malo, yo ni acostumbrado
me has defraudado y andas muy rara.
Joey C:
Come baby won’t you dance with me.
I just wanna dance with you.
Me and my homies back there.
We be poppin bottles back there, back there.
Come baby won’t you dance with me.
I just wanna dance with you.
Me and my homies back there.
We be poppin bottles back there, back there.
Kid Pi:
Un, dos
Estic molt fresc, un perdó dels teus a mi no em serveix,
qui trenca un cor vol dir que no se’l mereix,
avui brindo per la meva gent i ningú més,
estem al top, al top
ron cola al got.
No vull estar a d'alt de la torre si no ets tu qui em posa a lloc.
Lil Didi:
Me’n recordo quan passava, tot més ràpid al teu costat.
Aquella preciosa lady, que no tenia pietat.
Jo no et volia perdre però, nena, tu sola t’ho has guanyat.
Tenia ganes de veure’t, però ara el joc ja s’ha acabat.
AAA:
Todas esas nenas se vienen pa’ aquí,
pero solo quiero bailar contigo.
Yo se que tu quieres, no te hagas baby.
Quiero que todos sean testigos.
Vamos a perdernos tu y yo, solo quiero perderme en tu boca,
ver ese cuerpo sin ropa, disfruta y solo siente el un..dos..
Kid Pi:
Estic molt fresc, un perdó dels teus a mi no em serveix,
qui trenca un cor vol dir que no se’l mereix,
avui brindo per la meva gent i ningú més,
estem al top, al top
ron cola al got.
No vull estar a d'alt de la torre si no ets tu qui em posa a lloc."
"valhalla-vol.i","balada-17","Kid Pi:
vaig aprendre a adormir-me als teus braços
ara ja no sé com es dorm
vaig aprendre del terra aixecar-me
fumo per agafar la son
vaig aprendre dels cops i la vida
el dolor em va ensenyar a ser més fort
vaig prometre cuidar-te per sempre
encara que em trenquessis el cor
i em deia, que triomfaria i ho sabia
va donar-me tot el que tenia perquè hi confiava
i ella que era de la jungla com diria Drake
com Diseny, vas complir-me fantasies
i és que aquell pussy tant bo
li donaria tot el guala
Havana club dins el carro
mentre sona una balada
de com et conec, de com et vull lliure
de la vida que vem construir, de les coses que et feien riure
vull veure com es fa vella
acariciar-li cada arruga de la cara
a la merda si no hi ets, ni joies ni fama
fa temps que no m’interessa una vida sense ella
tots els camins a Marbella
tu vas cobrir i curar-me totes les meves ferides
si consideres que tothom és igual
tas renunciant a trobar algú millor amb qui compartir la vida"
"valhalla-vol.i","frosti-flakes","Kid Pi:
em van criar amb principis des de el primer trau
sinó estem ballin tot el q ens envolta cau
fuma no t’enamoris que després fa mal
intentem mantenir-nos sempre 10 toes down
sou la copia de la copia, frosti flakes
li follin a les normes fins que siguem vells
la meva llibertat no serà mai d’ells
brillen més que el teu futur, els meus anells
si comences per la z no entendràs l’abecedari, ja no mama de la teta ha
crescut el cadell
que no entén les injustícies per això trenca la llei
això no és trap polític però que follin el rei
que 100 hoes no valen el que val una bona nena
amb tota l’squadra a mi se’m treu la pena
estem junts, colocats, això és la nova Santa Cena
i jo tinc la millor nena i la que millor ho remena
i omplirla de cadenes, ice al coll
armat com un cowboy
lleial al meu convoy
eduquem en el que importa de veritat boy
que venen 5 grams i es creuen Escobar
el meu avi pillava la bici cada matí
venia més de 5 diaris allò si que era estel·lar
vaig començar sent Rookie en un any All-Star
Lil Didi:
I ara estic fuck up i ara stick fuck up tot el
dia sick pero ara estic tocat
I ja n’estic cansat de perdrem el cap
fumo molta weed per no estar estressat
I ara estic fuck up i ara stick fuck up tot el
dia sick pero ara estic tocat
I ja n’estic cansat de perdrem el cap
fumo molta weed per no estar estressat
I ara 24/7 els dias em pesen fuck that life
caminant fen esses tinc un ice que et trenca las peses i sino t’agrada
perquè tu no et queixes
Bandam:
Uaua
Entro al vip y siempre entramos fire,
Y vaya
Cuando entran en el beat nunca fallan
Y calla
Como canto alguna vez y la gente dicen uaua uaua uaua
Me columpio por la base que parezco tarzan
cuando la gente mira dicen flow de bandam
Aprovechan tu triunfo pa poder criticar
Yo miro pa lo que quiero lo demás me da igual
Sabes de mí cosas que ni yo no se
Haciendo el after party todos se ponen al revés
Sube más, más, más sube el cache
Uauaua
Todos quieren el poder
AAA:
No me pongas malas caras que yo a ti te quiero
Perdón por lo que dije, pero yo te soy sincero
Estaba en lo cierto, no tienes sentimientos
Así que ahora solo pienso en hacer dinero
( terthy one ) La familia siempre es lo primero
( No va a cambiar ) Que la 31 llegue lejos
Ahora miro para atrás y veo el recorrido
Mamá tengo medio a perder lo conseguido
Y no, no, no vamos a bajarle
Y no, no, no puedes alcanzarme
Y no, no, no vamos a bajarle
Kid Pi:
I no, no, Tu no pots atrapar-me
Kid Pi:
em van criar amb principis des de el primer trau
sinó estem ballin tot el q ens envolta cau
fuma no t’enamoris que després fa mal
intentem mantenir-nos sempre 10 toes down
em van criar amb principis des de el primer trau
sinó estem ballin
fuma no t’enamoris
intentem mantenir-nos sempre 10 toes down
sou la copia de la copia,
li follin a les normes
la meva llibertat no serà mai d’ells
brillen més que el teu futur, els meus anells"
"valhalla-vol.i","g-funk","Veig la vida passar
Sempre et queixes, deixes de brillar
El nostre do, re, mi, fa
Sol-la, si-no estàs al meu costat yeah
Lil Didi:
G funk baby g’s from G funk
Actitud Nate dogg
Couse G funk move my baby ( x2 )
Ja em passat el cel ja estem blessed
Estem fuman el hai ens tornem crazy
Perque ja em passat el block puta turn it turn it up
Pels meus nens tots doble got like g funk club
I parlen molta merda per la boca et canten com si tu fossis Big Poppa
la new era explota no acceptem mai la derrota puta g funk baby vamos
soltando la music pa que goces bebe
For real my g’s tots els meus boys volen sonar like this no no
Aixo es gangsta shit puta ei Mad donali en el beat
G funk baby g’s from G funk
Actitud Nate dogg
Couse G funk move my baby ( x2 )
Mr. Mad:
Feeling free while meeting up with my g’s
T’aguanto la mirada i no saps que dir
Another party, be my shawty, learn the story, now where’s Molly?
Dancing like Maddona, freaking on the dancefloor
Bills, pills, punches are now available
We are just having fun I ain’t got no manners
Yeah, spending some money with my fellas
Cheese my loco we don’t give a fuck
Mato per la meva gent, tinc problemes al club
Gastes tot el honey, jo mai estic lonely. I si t’apropes; guanyo el joc
Lil Didi:
For real my g’s tots els meus boys volen sonar like this no no
Aixo es gangsta shit puta ei Mad donali en el beat
G funk baby g’s from G funk
Actitud Nate dogg
Couse G funk move my baby
Sona boom bap el teu cor retumba
Siempre vas de fucker pero te has dejao la funda
I las ladies locas per mi aixo no interesa only music and me
God Damm it, sempre dance non stop,
God damm it, Que s’ajunten Didi y Mad portan el G Funk"
"valhalla-vol.i","homies","Doy la vida siempre pa mis homies
Intente coger el timón y eso k no va slowly
Kid Pi:
sembla CSI per com m’estan buscant tots
tan tirant DM
com si fossin Paul Jorge
Déu perdona, jo no (facts)
actitud de Rick Ross
la meitat esteu dick-riding
soc qui soc sense esforç
i estem flying indeed
estem fly in this shit
vinc de temps difícils, males hores and shit
vinc de creurem invencible, vinc de ser un malparit
vinc de no voler-te veure a voler-te al meu llit
Lil Didi:
Sento que tinc el cor gelat so you know me
Els teus ulls brillant com el foc baby trust me
Tu t’enfades quant surto amb tots els meus homies
Ja se que no estic per tu no vui estar lonely
I ja se que la música bona es fa dins del carrer no way i ens cadem sense sortida bitx
Sempre serem la tendència del Vallès Occidental però si no ens pujem
nosaltres que ho fagi la meva gang
I tenim la medicació esta dins del furgó hi ha la meva cobertura flashy ready per l’acció
Big deal necessito anar a caçar mentre tingui la família tu seràs el meu dinar
Mmm ya i ara canto per cobrar no vui un treball de merda quan aixo em pot jubilar
Mm ya tots els haters quieren mas no competim per la copa la copa tenim ja
Sento que tinc el cor gelat so you know me
Els teus ulls brillant com el foc baby trust me
Tu t’enfades quant surto amb tots els meus homies
Ja se que no estic per tu no vui estar lonely
I ja se que la música bona es fa dins del carrer no way i ens cadem sense sortida bitx
Sempre serem la tendència del Vallès Occidental però si no ens pujem
nosaltres que ho fagi la meva gang
Bandam:
siento que no paramo de crecer
Cuando llegue a los 60 con la ganga five hotel
Subimos al escenario y nos bajamos siempre al 100
Y se queda mucho para que llegues al nivel
Viajando torre Eiffel
Brindando con champagne
No queréis reconocer
Pero muchos estáis
Os falta mucho nivel
Y porque lo intentáis
Ni si quiera lo pilláis
Mira flow de bandam
Ou si
Doy la vida siempre pa mis homies
Intente coger el timón y eso que no va slowly
Volví
Ya hora si que esto es for real
Me tiraron un dm me escribieron los de sony
Quiero contar billetes
Encima de un mercedes
Todos jubilados seguimos en el beat
Sino he facturado no voy a dormir
Like rich ( like rich )
Estamos subiendo chil ye
Ahora me siento big yeah
Blesed pa to mis gs yeye
Kid Pi:
per me germana vull un Prada hoe
pel Bandamito vull un carro nou
pel Didi un villa prop d lsnow
pel Triple A vull moet i show
pel Koa vull una casa a les hills
pal Campillo pel Rodriguez
vull una cadena de kilo i mig
els del dia 1 seran tots més rics
i estem flying indeed
estem fly in this shit
vinc de temps difícils, males hores and shit
vinc de creurem invencible, vinc de ser un malparit
vinc de no voler-te veure a voler-te al meu llit
Lil Didi:
Sento que tinc el cor gelat so you know me
Els teus ulls brillant com el foc baby trust meTu t’enfades quant surto amb tots els meus homies
Ja se que no estic per tu no vui estar lonely
I ja se que la música bona es fa dins del carrer no way i ens cadem sense
sortida bitx
Sempre serem la tendència del Vallès Occidental però si no ens pujem
nosaltres que ho fagi la meva gang"
"valhalla-vol.i","mente-de-loco","Bandam:
Yo nunca intenté buscar
Tampoco vivir de la fama
Muchas malas caras
Con miedo no ganas
Bolos en costa brava
E irnos a volar
Y ahora es verdad
Dicen si me voy
Que sea a 200 montado en un Rolls Royce
Another party sonando mi voz
Que saquen los flashes, empieza la función
Todos esperando que empiece la peli y esto ha empezado la peli soy yo
Mucho quieren el adiós (uaua)
Pero aún me queda mi voz (ei)
Quiero salirme cantar por todo el mundo y cuando pise tierra me traten
de dios
Tengo la mente de loco
Parecido a Santa Claus ye
Yu ei
No busco la fama y me llego
Yu ei
No me para nadie tampoco yo
Yu ei
Me encanta cantar y escuchar mi voz
Yu ei yu ei
Me creo que estoy en Nueva York (en Nueva York)
Me encuentro perdido en un mundo que no hay felicidad
La gente no sabe estar
No se quiere arriesgar
Yo lo quiero intentar
Y yo quiero ganar, perder no puedo mas
Si lo intento i fracaso lo vuelvo a intentar
Eso a mí me enseñaron los que quiero mas
Yo ante los demás, siempre humildad
Si esperas la fama siempre llegara
Mucho parecido
Quiero ser distinto
Me tratan de loco
Confió em mí mismo
No lo quiero a plazos
Lo quiero to junto
Ahora ven la fama
Y me tratan de amigo
Fumo que fumo y lucho que lucho
No escucho no escucho
Que eso tiene truco
Confió en el 30 desde el día 1 todos quieren la fama pa’ fardar de culo
Salimos al concierto y todos me chillan
Me echo el jefe mi propia vida
Me encuentro encerrado y no hay salida
Yo lo que escribo es medicina
Todo esperando que llegue la peli y esto ha empezado la peli soy yo
Mucho quieren el adiós (uaua)
Pero aún me queda mi voz (ei)
Quiero salirme cantar por todo el mundo y cuando pise tierra me traten
de dios
Tengo la mente de loco
Parecido a Santa Claus ye
Quiero vivirlo para poder contarlo
Yo cumplo mis retos antes que soñarlos
Poco que echo bueno
Mucho que echo malo
Me tiré para arriba
Por nada me paro
No canto pa’ vivir
Yo vivo pa’ cantar
No callo pa’ evitar
Yo callo pa’ escuchar
No hablo por hablar
Y eso jamás
Saben de mi vida que es pa’ flipar
Música, otra mitad
Augmentado de paz y tranquilidad
Antes decían, no sirves para nada
Me escuchan cantar, solo se fallar
Por pensar en todo el mundo no pienses en mi
Me puse pa’ lo malo y ahora ya aprendí
Me puse en un camino que nunca elegí
Y ahora cuando hago music siempre estoy feliz
Todo esperando que llegue la peli y esto ha empezado la peli soy yo
Mucho quieren el adiós (uaua)
Pero aún me queda mi voz (ei)
Quiero salirme cantar por todo el mundo y cuando pise tierra me traten
de dios
Tengo la mente de loco
Parecido a Santa Claus ye"
"valhalla-vol.i","rip-hoe","Quan estigui rip hoe vull que facin festa
vull que beguin fort
fins que passi la tempesta
als mals dies
dit del mig per la finestra
ens movem junts com una orquestra
He pagat la part del tracte, vull morir sobre un Cayenne
m’he acabat els canalons, Moët Chandon sobre el ciment
la teva hoe no riu però a mi m’està somrient
no vull temptacions o acabarem malament
Estic compant estrelles ...però vull paciència
mai faig switch sides, al barranc però never slide, necessito bling blau i un bon terapeuta perquè ella no m’estima però no és com les altres meuques
Quan estigui rip hoe vull que facin festa
vull que beguin fort
fins que passi la tempesta
als mals dies
dit del mig per la finestra
ens movem junts com una orquestra
Dead inside resaré per tots el meus
shut out a la meva mare shut out als que guanyen cash
copien Rick Ross i volen Dolce & Gabana aka 47 buscant buris a la barra
mirant els teus socks puta no saben de blocs
volen que els hi prestis 'stops' somniant per ser un dels teus 'bloods'
complint somnis puta des del 2001 en la línia
i ara tots la mamen volen ser de la família
trap boy Star boy bitch la meva hoe
Koa está en la base derrochando pila flow
What’s you know
tots els meus nens cuinant el blunt
prenden hierba cara i s’estan fent el vacilón
Quan estigui rip hoe vull que facin festa
vull que beguin fort
fins que passi la tempesta
als mals dies
dit del mig per la finestra
ens movem junts com una orquestra
Hablan y ahora hablan como si yo no supiera
me comi el panorama al juntarme con las fieras
ni segunda ni tercera, queremos ver la primera
cuando hacemos un concierto el sold out nadie lo espera
Siempre rich
Nana
Estamos bien
Nana
Me siento big
Nana
Somos seis
Nana
Todo el mundo nos dice no nos cambia por ninguno
que nosotros somos seis pero arriba uno
Si toques un dels meus ets home mort
em moc pel club fent fitnes, sense fer esport
el primer d’aquesta sèrie, Henry Ford
demà vull que flexin felxin flexin celebrin que ja no hi soc
Cuando yo esté rip hoe quiero que hagan fiesta
quiero que beban muy fuerte
hasta que pase la tormenta
malos días
Dit del mig per la finestra
ens movem junts com una orquestra"
"valhalla-vol.i","te-gusto","Bandam:
Yo se que te gusto cuando bailamos juntos
Se que eso te encanta por eso que tu repites
Tu te haces la dura pero al final siempre vuelves
Los recuerdos juntos se quedaron en la mente
Yo se que te gusto cuando bailamos juntos
Se que eso te encanta por eso que tu repites
Tu te haces la dura pero al final siempre vuelves
Los recuerdos juntos se quedaron en la mente
Koalekay:
Yo se que te gusto, hablando hasta las tantas como si no hubiera un final
Hace tiempo que me gustas mas de lo normal, no se como decirte que contigo quiero estar..
Eres un angel que me ha venido a rescatar, que el mal de amor se cura me lo acaba de demostrar.
Escapemos a un lugar que no haya visto jamas y hazme valorar lo que nadie me ha hecho valorar.
Lil Didi:
Ara em vols ami tu mai never call
Cada dia cau cada dia dol
Nomes penso amb tu dins del meu llansol
Nomes penso amb tu quan el sol es pon
Per la meva familia per tot el meu bloc
Per els que minportavan vaig donaro tot
Per tota aquella gens que sen molt d’amor
Per tota aquella gent que saven qui soc
Joey C:
Thought u was u was the one, yea
One last shot you Tried to prove me wrong yea
Give me one last time
we can do it all night
I know what u want
I can't answer your calls
Bitch u aint the same one on the alcohol
Trying to clear my mind but they keep
playin that song
We knew that shit was real all along
Bandam:
Yo se que te gusto cuando bailamos juntos
Se que eso te encanta por eso que tu repites
Tu te haces la dura pero al final siempre vuelves
Los recuerdos juntos se quedaron en la mente
Yo se que te gusto cuando bailamos juntos
Se que eso te encanta por eso que tu repites
Tu te haces la dura pero al final siempre vuelves
Los recuerdos juntos se quedaron en la mente
AAA:
Se quedaron en la mente
Y tu mirada sigue presente
Una noche no fue suficiente
Contigo lo haría eternamente
Y esos labios quiero probar, probar
Que se enteren eso me igual, igual
Otra botella, nos faltan más
Al precio que sea tengo pa gastar
Kid Pi:
ella no es stripper però quan mou el cul, perdo flush, perdo temps, perdo el rumb
les ampolles directes de Cancún
li reso a nostre Senyor que et cuidi desde lluny
i quan va d festa ja no et necessita i ho agreixo
que em vas estimar et felicito
però em vaig fer prometre que no tornaria i ara ho cumpleixo
avui et veus dura, pura gasolina i desmesura
i les nits son per sortir a lo grande
oblida els amors que la disco està prenguda
d’entre totes ella és qui dona el cante
Joey C:
Thought u was u was the one, yea
One last shot you Tried to prove me wrong yea
Give me one last time
we can do it all night
Koalekay:
Yo se que te gusto cuando bailamos juntos..
Yo se que te gusto
Yo se que te gusto"
"valhalla-vol.i","y.n.v","Amb la família slat
tot per ells
blat, blat, blat
el prat es daurat
estem tancant el sac, sac, sac
buscant el bitllet
tu no ets el meu tet, tet, tet
somio amb ice
al meu llit fa fred, fred, fred
No lo creo ( no,no,no )
Ya no te creo no
Y si te veo...
Ni te huele ( no,no,no ) y me siento mejor ( no,no,no )
AAA:
No lo creo...( no,no,no )ya no te creo no
Y Si te veo ( y si te veo ), ya no me acuerdo no
Ni te huelo ( no,no) y me siento mejor ( ice )
Ya no vuelvo ( no,no,no ), te juro que no
No lo creo...( no,no,no )ya no te creo no
Y Si te veo ( y si te veo ), ya no me acuerdo no
Ni te huelo ( no,no) y me siento mejor ( ice )
Ya no vuelvo ( no,no,no ), te juro que no
Bandam:
Nade contra corriente y la espera me ha hecho fuerte
5000 pongo de mínimo ahora dime cuanto quieres
Tanto tiempo en mi memoria ya ni entiendo de mujeres
compartí unos mil momentos y volví a caer en el verde, yeh
Y nos vamos de hotel
Me pille un philip plein
Alguien vas a conocer mucha suerte por él
Nunca pude comprender, aunque yo te quise
Aunque se me erice la piel cuando yo te soñe
Lil Didi:
I fuck that shit els dies se’m passen ràpid nena,
I jo esperant a que tu em truquis per algun problema ,
Ja se que el dia que jo em mori no estaràs per mi,
Recordo la teva mirada votant sobre el llit,
La baby que tinc en espera em pregunta per ella,Però jo sempre li dic mentires en necessito a tu,
I és que tu em vals molt més que l’or que porto a la cadena,
I el meu future no se on va bitx I’m only for you,
I siiii sempre sare el Didi per ella, i sempre seguiré for real a tots els
meus col·legues,
I fuck that shit segueixo tenint la new Melody,
Espero que encara m’escoltis quant no estigui aquí,
AAA:
No lo creo...( no,no,no )ya no te creo no
Y Si te veo ( y si te veo ), ya no me acuerdo no
Ni te huelo ( no,no) y me siento mejor ( ice )
Ya no vuelvo ( no,no,no ), te juro que no
No lo creo...( no,no,no )ya no te creo no
Y Si te veo ( y si te veo ), ya no me acuerdo no
Ni te huelo ( no,no) y me siento mejor ( ice )
Ya no vuelvo ( no,no,no ), te juro que no
Kid Pi:
amb la família slat
tot per ells
blat, blat, blat
el prat es daurat
estem tancant el sac, sac, sac
buscant el bitllet
tu no ets el meu tet, tet, tet
somio amb ice
al meu llit fa fred, fred, fred
la mama em va dir que m’havien fet guapo però no ric
així que busquem la bag
soc llegenda des de kid
xupa-la, no són fets
pull up amb l’stick
complint cada meta amb la meva puta clic
que la gent s’envà, no es queda o canvia
que em fas falta no canvia
que la pressió no em guanya
a qui no truquem puta no truquem la pasta
aquí ens la treballem i la mama se l’ha gasta
AAA:
No lo creo...( no,no,no )ya no te creo no
Y Si te veo ( y si te veo ), ya no me acuerdo no
Ni te huelo ( no,no) y me siento mejor ( ice )
Ya no vuelvo ( no,no,no ), te juro que noNo lo creo...( no,no,no )ya no te creo no
Y Si te veo ( y si te veo ), ya no me acuerdo no
Ni te huelo ( no,no) y me siento mejor ( ice )
Ya no vuelvo ( no,no,no ), te juro que no"
"wan-tun","wan-tun","Kid Pi:
He buscat moltes solteres d’aquí i d’allà
però no t’he trobat
diuen que ja no estàs amb aquell c*bron
ara balles sola
la festa retumba, baby girl en públic, però es un desacato si estem en privat
reggaeton per les nenes d veritat
hem acabat sense droga, vaya liada
des de que vaig menjar-te és una cosa complicada
vam pujar la nota i ara ni el tato la para
truca’m al 112 si se’m posa mala cara
perquè tas baixant aquet cul, criminal
botes de banda a banda, Rafa Nadal
el teu cos descodifico, sexe virtual
me la zampa com wan tun, meuca oriental
a 4 es posa bèl·lica i em toca pensar
en l’alineació del Barça si no em vinc
ella em noquejava si ens poses en un ring
la potència d’un Benz a mà, i la poso Karim
AAA:
Aquí no hay ley seca, a lo Jhayco
Jugadores e primera ahora es nuestro momento
No soy Adama, pero te hago el centro
Delante de la gente con un pacto de silencio
Y Hace meses que estoy a dieta
Me como su toto, soy un cazarrecompensas
No les hago caso que les den a esas,
Cuidado con la envidia que aquí se camuflan todos tras careta
Parecías fuerte pero aquí no te veo
Le dimos sazón a Barcelona sin ser Tego
La nena catalana, ahora me pide, perro ( perreo )
Y yo que la consiento se lo doy, por supuesto
Kid Pi:
pude quan tu tornis jo estaré molt lluny, fent-me les maletes
que els teus llavis son d’un altre (ha-ha)
això és mentida, jo sóc la versió oficial ell és la beta
i el wiwi amb el que estaves se li ha caigut la careta
només amb tu faig to’ les poses de la A la Z
et donava tan amb roba com amb la roba treta
convido a cubalitrus perquè avui toca sellar la discoteca, tu saps
He buscat moltes solteres d’aquí i d’allà
però no t’he trobat
diuen que ja no estàs amb aquell c*bron
ara balles sola la festa retumba, baby girl en públic, però es un desacato si estem en privat
reggaeton per les nenes d veritat
Bandam:
( Ja, ja )
Si me lo pide se lo como a la wan tun frito
Sabrá si me gusta si algún día repito
Se que te gustaba que yo este metido en líos
Y yo que quería gustarte me quite de los delitos mami
Tu eres mi geisha tu eres mi bella
Yo tu súper star tu súper estrella
Quiero todo para mí para dárselo a ella
Y cuando haya problemas arreglarlo en la cama
Quizá no te supe querer, pero si lo hice bien fui mejor que el resto
Quizá no te vuelvo a ver y si te vuelvo a ver que sea eterno mami
Todos quieren contigo, pero nooooo
Todos quieren contigo, pero nooooo
Todos quieren contigo, pero nooooo
Que lo intenten, pero no
Lil didi:
Ara estic arrebatao flow trenca discoteques
Fumant se’m posen els ulls xina town per els petas
M’estaves criticant vols arribar junts a la meta
I jo com Pouly D poso las mamis a dieta (tu saps)
Tinc el combo ready per atacar
Els tigres a la party tenen ganes de ballar
Un bellaqueo per cantar tot aquest drama
Per culpa de la festa tenim mala fama
Ells ami no em ronquen, volem coronar
tinc tot el meu cuero ready per atacar
La baby em diu que em calmi no la puc liar
I com si fos wan tun la vui arrebossar
Tinc la paca ben dura de bitllets papa
son uns fekas ells no tenen mes bitllets papa
Te un piquete que li marca (criminal, criminal)
Jo estic a primera i tu a la lliga regional (mama)
(Volem més bitllets mama)"
"x-si-ens-veiem-en-una-altra-vida","pacte-de-familia","Lil Didi
El Kid
Good Jan, baby
Seguim gastant diners ,mama
Tinc un pacte de família amb tots els meus
Seguiré cobrant d'això fins a que mori
Segueixo en el punt de mira dels que volen que jo caigui i que m'aparti
Jove català, diferent
La gent que viu fora no entenen d'aquest nivell,
Esportista d'elit, casa nostra Sabadell
Guanyem la competència fent un brake, sí
Bateries d'Alcaline, si ella està de cine
Estem exclusius, la colabo per Supreme
Aquí es beu moscatell, barretina a lo marine
I en català sona molt bé l¡anime, tu saps
Volen treure'm els drets, volen destrossar-me
Que no saben que jo tinc alarma (No ho saben)
Si volen treure'm els drets
Tenim bales per tu i per tota aquella màfia
Tinc un pacte de família a lo Soprano, jove tete catalano
Lubrico les portes perquè pugui entrar el teu ego (Yeah, yeah)
Però sé la misèria que tu cobres com Broncano
Ara em vens parlant dominicano
Te mare es diu Mercè i el teu pare es diu Josep, nano
Et canto unes balades a piano
I just després t'enculo amb quatre barres d'aquelles que t'obren l'anus
La pau mental ara no es posa en venta (No es posa en venta)
Aquí els doble cara se'n van ràpid (Yeah)
Esmorzo, dino i sopo pa amb tomàquet, soc patriòtic (Woah-woah)
Estic movent les masses des de l'estudi, i estic estàtic
Diga-li, Good Jan (Goody)
Treu el tabaco i el xampany
Que no som molts, som els que toques
I seguim tots vius un altre any (Good Jan, baby), ja (El pare)
Gitano, soc el Good Jan, el catalano
Representant P.A.W.N. Gang, pedegrí molt bacano
Me cago en Jesucrist i la mare del Tano
Jo soc pura sang, nai, soc zero tacaño
Les generacions empitjoren com Borbons
Jo era la primera i això és la nova era (Nova Era)
Alerta, soc el nai-nai amb una història gamberra (paw,paw,paw,paw)
Darrere que ha trencat la barrera
Jo confio en els meus germans petits (ay)
T'ho diu una llegenda que abans era un puto crio (Gang)
Tota la meva squad, tot el nostre legat
Em quedo molt tranquil, sé que està en bones mans
Tota la resta a mi m'importa una merda
Hem donat la vida per deixar una porta oberta (skrrt)
I ho hem aconseguit
Per això està aquest malparit, que es provoca un squirt
Seguim gastant diners, mama
Tinc un pacte de família amb tots els meus
Seguiré cobrant d'això fins a que mori
Segueixo en el punt de mira dels que volen que jo caigui i que m'aparti
Jove català, diferent
La gent que viu a fora no entenen d'aquest nivell
Esportista d'elit, casa nostra és BCN
Guanyem la competència fent un Brake
Ja soc aquí!
Per compartir les vostres penes
Els vostres sacrificis
I les vostres joies per Catalunya"
"x-si-ens-veiem-en-una-altra-vida","septiembre","Baixa lenta, em trec la roba, em dones dur
No ets parienta, però et casava i això és true
Que botem a punta de pistola
T'he estudiat el cos com si fossis escola i m'aproven segur
Em cago en tot, jo vull tenir-te
Et sento lluny i només vull sentir-te
He currat per obtenir un lloc fixe
Si em fugués et posaries trista
Però si t'has posat l'anell, no vagis al putero
Morenito i guapetón, com si fos Kun Agüero
A part de ser la meva nena, també és еl meu frérot
Si em poso a cremar roda, crеmaré tot el cuero
Cuánto dolería perderte
Nuestra última foto, septiembre
Hablando tonterías delante de la gente (Tonterías, tonterías)
Vente, tú solo vente
Y cuánto dolería perderte
Ese último polvo grabado en mi mente
Se acabó el verano y yo solo de repente
Vente, tú solo vente
You might also like
K-POP
Travis Scott, Bad Bunny & The Weeknd
Café Malibú
Sech, Mora & Saiko
Travis Scott, Bad Bunny & The Weeknd - K-POP (Traducción al Español)
Genius Traducciones al Español
[Estrofa 2: Lil Didi]
Cada nit se m'ha apagat, però el meu cap està activat
Penso en ella, ja no em queda temps (No em queda temps)
Sento que no l'he cuidat, de vegades m'he cansat tan ràpid
De tot, de tot
La temptació del meu cos
Que no em deixa despedir-me de tu, ni tampoc de ningú
Recordo quan érem nens, no li importava a ningú (No, no)
I ara estem fumant petardos amb paper de bambú
Els seus llavis eren droga, que ja no puc comptar
I he aguantat tantes tempestes com un catamarà
I les penes que tenia ja no volen tornar
I em relaxo fent un peta juntets en el sofà
Yo estaba seguro que yo te encontraría
Pero me dije a mí mismo que no lo buscaría
El amor cuando es forzado sabemo' que no dura
Y alargar la dependencia hace grande la herida
Y me llegó el día, apareció mi niña
Combinamos tu dulzura con mi chulería
Lo que teníamo' un pasado que no era el más bueno
Y se juntaron nuestro' cuerpo' pa' cambiar la vida
Tú mi loca, yo tu loco, ¿sabes?
Seguro que chocamos porque somos iguale'
La mejor medicina pa' quitar los male' (Pa' quitar los male')
Y un sexo tan salvaje como animale'"
